,multi,text,has_url,comments,pics,source,likes,time,reposts,user.verified,user.description,user.gender,user.messages,user.followers,user.location,user.time,user.friends,user.verified_type,multi_type,user,rumor
964,,【此时想起：关东大侠】 2001年，沈阳市民关家东双手执刀，将20多名暴 力执法者7人扎倒、四死三伤。而后驾摩托车到母亲坟前跪拜，几小时后被抓获。关家东被枪决当天，妻子收到沿途沈阳群众捐款40多万元，群众称之“关东大侠”。此后沈阳城市执法人员态度大为改观！@钢子,False,147,1,微博 weibo.com,37,1374239864,499,False,False,m,23.0,10219.0,河南 焦作,1362296761.0,22.0,-1.0,,,1
965,,【转帖】今夜，三牌楼大街，亲身经历绑架事件 南京的姑娘都长点心了！！！现在人贩子太恐怖了！！！！ 原帖地址：http://t.cn/zHwjZDd,True,114,1,微博 weibo.com,3,1369040873,585,False,True,f,2164.0,343.0,江苏 南京,1288577506.0,403.0,220.0,,,1
966,,【悉尼生活大爆炸】1996年在澳大利亚悉尼，一只野狗在水库大便，结果当地水务局鉴定水质污染，悉尼水业在电视台和报社打广告，告诉大家自来水被污染；2013年在中国上海，几千头死猪出现在黄浦江，结果当地水务局宣布水质没有问题...,False,22,1,皮皮时光机,1,1363133347,138,False,True,m,7697.0,26973.0,海外 澳大利亚,1304223722.0,497.0,-1.0,,,1
967,,@中国红十字会总会 今天两个中江县红十字会的人来我们这里购买了1万多元的救灾药品，但要求我们开5万多元的发票。我们（成都制药一厂）没有答应，结果隔壁通化一家药厂经营部开给他们了,False,28,1,专业版微博,2,1366776846,168,False,True,f,188.0,721.0,上海 浦东新区,1296822155.0,1826.0,-1.0,,,1
968,,【提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走。[爱心传递]（转）,False,99,1,Weico.iPhone,4,1368197541,335,True,True,m,17797.0,878735.0,广东 广州,1322897676.0,241.0,0.0,,,1
969,,【竹子还会再长，家园定能重建】雅安是大熊猫栖息地之一，大熊猫保护中心碧峰峡基地距芦山县约20公里，内有百余熊猫。地震时200多游客与熊猫均安然无恙。地震时，部分大熊猫惊慌失措，不过也有大熊猫较淡定，甚至在地震前后完成了自然交配。via东方早报 图为一只害怕的熊猫死死地抱住警察叔叔的腿。,False,42,1,皮皮时光机,4,1366464215,251,True,True,f,74582.0,281195.0,上海,1280297717.0,901.0,3.0,,,1
970,,【酒吧一帅气男子当场被阉割[吃驚]】案发现场莉莉玛莲酒吧，一白色保时捷上下来四人进入该酒吧将一男子当场阉割，场面极为惨烈及壮观，鸡毁人亡。[衰]睡了不该睡的女人。大家引以为戒吧，別乱睡別人的女人 是要付出代价的。[汗]via：安ANGEL其,False,39,1,iPad客户端,0,1355897950,144,True,True,f,5107.0,70773.0,重庆 渝中区,1293110965.0,2931.0,0.0,,,1
971,,【高考阅卷老师冒死揭露内幕】新浪博友@波涛万顷 ：一位参加过高考阅卷的教师，为我们揭露了阅卷中不为人知的内幕真相！让我们惊讶于一个如此重要的、决定一个学生前途命运的考试，其分数竟然是在这样难以想象的粗放流程中产生的！！！我们想问一句，到底有多少学生，是这样被耽误的？？？,False,10,1,微博 weibo.com,0,1365094761,119,True,True,m,29578.0,37556.0,江西 吉安,1251538920.0,1324.0,0.0,,,1
972,,【声音】赵普因曝光皮鞋酸奶，封杀几个月差点被革职；曝光地沟油的记者李翔身中10余刀被惨杀；中国药品打假第一人高敬德在北京被派出所接走，3天后离奇死亡；曝光毕节五名流浪儿童被冻死的记者李元龙昨天也秘密失踪；曝光三聚氰胺的乳业打假第一人44岁的蒋卫锁遇害身亡；魔高万丈，道已沉睡？@郭晏平,False,27,1,微博 weibo.com,0,1353641179,141,True,True,m,24226.0,198541.0,湖北 武汉,1314776729.0,288.0,3.0,,,1
973,,#杭州校园雅安地震专题报道#【搜救犬牺牲，同样是生命，为它默哀吧】昨天下午一只军用搜救犬发现一位大爷，它就钻进里面，结果塌陷了，当战士们将其挖出的时候，发现军犬的内脏已经砸烂，这只狗狗在这几天已经发现了35名幸存者，有32名获救。听到噩耗，狗的主人负责人李指导像失去孩子父亲般失声痛哭。,False,37,1,微博 weibo.com,2,1366527243,100,True,True,m,16251.0,330534.0,浙江 杭州,1299077074.0,843.0,1.0,topic,,1
974,,[蜡烛]【请为这位小女孩点上一支[蜡烛]】这位戴着眼镜努力往前跑的1035号小朋友，今年8岁。在东部时间4月15日下午2点30分，波士顿马拉松爆炸事件中失去了生命小宝贝[泪][蜡烛]，天堂的路没有恐怖袭击，天堂的路可以自由奔跑[蜡烛][蜡烛]主页君很伤心很愤怒！！！,False,82,1,微博 weibo.com,2,1366075236,261,True,True,m,57091.0,2905626.0,重庆 南岸区,1303716725.0,388.0,3.0,,,1
975,,别用正在充电的手机接听电话，关爱自己，切记！！！！！【转】（@女生要懂的智慧）,False,22,1,小鸟定时,1,1354192213,289,True,True,f,25820.0,191674.0,北京 东城区,1329550059.0,2000.0,0.0,,,1
976,,【洋毒食】国家质检总局进口不合格食品黑榜：挪威的大西洋鲑鱼，检出副溶血性弧菌，被销毁。韩国进口的乐天牌巧克力粒，德国进口的欧尚85%黑巧克力，均发现铜超标，被退货或销毁。丹麦奇新蓝罐有限公司生产的曲奇(饼干)，大肠菌群超标，被销毁。PS：吃货们又悲剧了！！！(关注@成都好吃团)   ,False,66,1,皮皮时光机,0,1346745843,256,True,True,m,19145.0,207530.0,四川 成都,1306344593.0,1424.0,0.0,,,1
977,,最新消息，汕头潮南区陈店镇部队救援物资到了，方便面一包50块，矿泉水一瓶15块，快艇接送一人15块，不给钱不救，心痛啊，求扩散，转吧，让习总书记评评理…,False,39,0,iPhone客户端,6,1376892040,100,False,True,m,1336.0,254.0,广东 汕头,1303620302.0,336.0,220.0,,,1
978,,【猫肉违法！】自2007年12月1日开始执行的中华人民共和国卫生部《新资源食品管理办法》中猫属于界定中的第一项无食用习惯的动物，猫拥有不被食用的合法身份。只要用途为食用，猫无论在运输还是屠宰过程都是违法的，拦截后可要求价值的10倍赔偿 ！！新资源食品管理办法全文链接：http://t.cn/zjisXJd,True,7,1,微博 weibo.com,2,1355107461,101,False,True,m,3178.0,3031.0,黑龙江 哈尔滨,1322624655.0,357.0,-1.0,,,1
979,,【紧急发布】刚收到家长私信：“我实在没粉丝，请各位名人与好心人帮忙转发一下。刘皓曦，男，三岁3个月，9月1号在陕西渭南北关村被拐！求大家把照片转下去，发现线索马上与他爸刘成恩18691963447联系，10万寻子！你每转发一次，都有可能带给他一次希望；举手之劳，好人有好报！via․ 一分钟提升口才,False,44,1,iPhone客户端,0,1346797394,822,True,True,m,5926.0,12530.0,北京 朝阳区,1321858041.0,1460.0,2.0,,,1
980,,【传移动9月1日开始对微信微博进行收费】1、包月10元/月；2、按收发条数收费，100条以下免费，100-600条5元，600-1200条10元，超过1200条每条0.02元。联通暂不针对微信等产品收费，将对新入网用户赠送为期一年免费流量，每个送500M的国内流量，超出部分按0.0003元/KB收费。又传电信正在积极接洽微信。,False,126,1,微博桌面,0,1365125943,960,False,False,f,10336.0,33670.0,广东 深圳,1262222707.0,2873.0,220.0,,,1
981,,轰动全国的安徽籍民工秦某在上海市长宁区新泾地区散落17600元遭哄抢，今查实，警方在秦某取款的银行处查实，秦某仅取款7600元，而非秦某谎称的17600元，而截至今日秦某的7600元已全部返还，所以剩下的一万元永远不可能出现了。秦某的演技，使得上海市民仅去电视台为其捐款就达三万余元。,False,9,0,我的索尼Xperia,0,1360149247,101,False,True,m,663.0,5705.0,上海,1292373226.0,204.0,200.0,,,1
982,,捡到粗心小朋友的高考准考证，谁认识通知下，别耽误了高考大事。   白娅倩   考点市一中    考场013     座号11     准考证号204101311／请大家帮忙互相转发，别耽误了孩子高考！联系电话138-3046-8131 转发一下  求扩散@洛阳容威  @张晓理-老牛 @车炳恒 @火箭 我在这里:http://t.cn/zjq3zwb,True,30,0,Android客户端,1,1370434681,163,False,False,m,815.0,152.0,河南,1284637120.0,158.0,-1.0,place,,1
983,,十万火急-----谁的群多？请帮忙转一下：一个重庆打工者，22岁，叫骆婕，不知道在什么地方，请他速回重庆万州，直接到三峡中心医院。家中失火，父母双亡，弟弟伤势很严重，想见她最后一面。舅舅：18716501803——爱心接力。 （重庆市万州区柱山镇党委罗于平托 谢谢),False,13,0,iPhone客户端,0,1352448679,117,True,True,m,4554.0,21132.0,上海,1275531710.0,1185.0,0.0,,,1
984,,#越南乳瓜#网上盛传越南商务部发言人说：预计越南乳瓜2012年将全面流入中国的市场，流向中国千家万户的餐桌。如果真的有这种造型奇特的蔬果，你会想尝尝么？[思考]不知道它会不会有丰胸的效果？,False,398,1,FaWave,38,1375495651,395,True,True,m,11641.0,2757389.0,福建,1335423573.0,67.0,0.0,topic,,1
985,,【没见过吧！开眼了吧！长见识了吧！】临武县委副书记、县长贺遵庆个人资料简历：其中有两句“在职研究生学历，维稳学硕士学位”。评：平生闻所未闻，但这位县委副书记、县长贺遵庆的确是学有专长学有所为，不愧为维稳学硕士学位第一人，牛刀小试便锋芒无限，一举惊天下。,False,116,1,微博 weibo.com,8,1374153124,420,True,True,m,24217.0,69778.0,北京 东城区,1261574539.0,2205.0,0.0,,,1
986,,[围观] 印度一妇女一次产下11胞胎，创世界记录[威武] [威武],False,84,1,微博 weibo.com,6,1340263472,495,True,True,f,4444.0,348395.0,广东 广州,1280723271.0,237.0,3.0,,,1
987,,【 我大国天朝的城管 】 河南一妇女为了给孩子凑钱治病，上街卖盗版CD，被城管发现后逃跑，CD被缴后跳入冰冷的水中躲避，城管还不肯放过她，要她把非法所得也交出来，她百般向城管哀求，这是孩子的救命钱，城管丝毫不为所动，不交钱就不许上岸，致使妇女在水中冻了两个小时，最后昏死过去。[怒],False,99,1,Android客户端,0,1357791103,352,False,True,m,10463.0,12260.0,河南,1312783668.0,945.0,-1.0,,,1
988,,恰恰瓜子在美国1.99美元，买一箱哦！折合成人民币，也就是12.4元人民币一箱。一箱有18包，也就是6毛8分钱一袋。在中国超市里面，这样一袋要6.9元。也就是美国超市的恰恰瓜子是中国是10倍。美国佬拿着10倍于中国人的工资，却买着10分之一价格的产品。相差100倍的消费水平啊！via:@天人水亮,False,48,1,360安全浏览器,0,1350896664,136,False,True,m,11490.0,56253.0,上海 黄浦区,1301854387.0,1814.0,-1.0,,,1
989,,【芙蓉姐姐就这么走了】芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！@济南草根新闻 @草根功仔 @小豆豆往前走,False,134,1,专业版微博,17,1348146824,747,False,True,m,5668.0,7069.0,山东 济南,1332721644.0,1154.0,-1.0,,,1
990,,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走。（央视新闻）,False,31,1,皮皮时光机,5,1368194829,232,True,True,m,105368.0,3436331.0,北京,1268470692.0,976.0,0.0,,,1
991,,云南一只母猪生下8个小孩=震撼全世界！[抓狂] 详情请点地址》 http://t.cn/zWsisGu,True,31,1,皮皮时光机,76,1347348785,951,False,False,m,2.0,9866.0,海外,1324393085.0,32.0,-1.0,,,1
992,,原来大黄鸭子是国人弄死的，火了：香港方面称，充气大黄鸭在港不幸爆掉，乃大陆沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，昨晚大黄鸭倒下后经导游指认港警已将其收监,False,1,0,微博 weibo.com,2,1368602985,136,True,True,m,27744.0,1328.0,北京 西城区,1297477888.0,1000.0,0.0,,,1
993,,据传移动9月1日开始对微信微博进行收费：1、包月10元/月；2、按收发条数收费，100条以下免费，100-600条5元，600-1200条10元，超过1200条每条0.02元。联通暂不针对微信等产品收费，将对新入网用户赠送为期一年免费流量，每个送500M的国内流量，超出部分按0.0003元/KB收费。又传电信正在积极接洽微信。,False,104,1,三星Galaxy Note II,1,1365116097,454,False,True,m,3188.0,35019.0,广东,1300867391.0,1969.0,-1.0,,,1
994,,美国高二的数学... 请用一句话概况你的感受！❤推荐关注@笑死偶了  ,False,46,1,皮皮时光机,0,1352020217,117,False,True,f,11480.0,213732.0,广东 深圳,1298890745.0,31.0,-1.0,,,1
995,,十万火急-----谁的群多？请帮忙转一下：一个重庆打工者，22岁，叫骆婕，不知道在什么地方，请他速回重庆万州，直接到三峡中心医院。家中失火，父母双亡，弟弟伤势很严重，想见她最后一面。舅舅：18716501803——爱心接力。这个不转对不起自己的良心 （重庆市万州区柱山镇党委罗于平托 谢谢),False,11,0,iPhone客户端,1,1352390278,126,True,True,f,1931.0,8520.0,北京,1272905405.0,837.0,0.0,,,1
996,,捡到粗心小朋友的高考准考证，谁认识通知下，别耽误了高考大事。   白娅倩   考点庆一中    考场013     座号11     准考证号204101311／请大家帮忙互相转发，别耽误了孩子高考！联系电话138-3046-8131 ，谢谢！  马上就要高考了[抓狂][抓狂][抓狂],False,1,0,Android客户端,2,1370427058,194,False,False,f,57013.0,289.0,其他,1286887200.0,233.0,220.0,,,1
997,,1996年在澳大利亚悉尼，一只野狗在水库大便，结果当地水务局鉴定水质污染，悉尼水业在电视台和报社打广告，告诉大家自来水被污染；2013年在中国上海，几千头死猪出现在黄浦江，结果当地水务局宣布水质没有问题...潘评：上海现在烧壶开水再加两片藕就是排骨汤，这生活多好啊！,False,69,1,微博桌面,5,1363112354,458,False,True,m,13732.0,3481.0,湖南,1352025695.0,2282.0,-1.0,,,1
998,,河南一妇女为了给孩子凑钱治病，上街卖盗版CD，被城管发现后逃跑，CD被缴后跳入冰冷的水中躲避，城管还不肯放过她，要她把非法所得也交出来，她百般向城管哀求，这是孩子的救命钱，城管丝毫不为所动，不交钱就不许上岸，妇女在水中冻了两个小时，最后昏死过去,False,73,1,微博桌面,0,1357790119,324,False,True,f,34136.0,3724.0,上海 长宁区,1289572944.0,1074.0,-1.0,,,1
999,,恰恰瓜子在美国1.99美元，买一箱，折合成人民币，也就是12.4元人民币。一箱有18包，也就是6毛8分钱一袋。在中国超市里面，这样一袋要6.9元。也就是美国超市的恰恰是中国超市恰恰价格的十分之一。美国佬拿着10倍于中国人的工资，却买着10分之一价格的产品。相差100倍的消费水平啊 （@天人水亮 转发）,False,138,1,微博 weibo.com,1,1350896509,394,False,True,m,4915.0,56615.0,上海 浦东新区,1313388767.0,271.0,-1.0,,,1
1000,,佛罗里达州的Marco岛发生了一件感人的事件：一只狗掉进运河，一群海豚便担起了救狗的责任，附近的居民听见海豚的声音，超级大声，出来一看，原来海豚们正驼着狗狗往安全地带游，他们赶紧报警，花了将近15个小时狗狗被消防人员拉出并与主人团聚。感谢附近的居民拍下这一张感人的照片。（转载/新闻）,False,54,1,微博 weibo.com,36,1373872429,566,False,True,f,886.0,61101.0,香港 东区,1310099166.0,383.0,-1.0,,,1
1001,,小崔说，在德国，汽车、公司都无需年检。我问德国人：汽车不年检，坏了怎么办？答：自己修车。问：企业不年检，公司倒闭如潮怎么办？德国人答：你看德国是这样的吗？我问：德国政-府为何不强制年检？德国人反问：谁给了政府这个权力？如果政府对年检感兴趣，说明这种事对它有好处。,False,51,0,微博 weibo.com,0,1340423447,329,True,True,f,2542.0,23674.0,北京 朝阳区,1275465008.0,1000.0,0.0,,,1
1002,,今天在震区，1只小熊猫紧紧抱住警察叔叔的腿。。。,False,31,1,iPhone客户端,10,1366466425,100,True,True,f,1787.0,75611.0,广东 深圳,1301920662.0,1332.0,0.0,,,1
1003,,全球发出警示！请传出去！【隐翅虫】在你身上时绝对不要打，她身上有毒液，接触到皮肤，就死定了！ 跟你的孩子、朋友讲，万一身上有这虫，用嘴巴轻轻吹走就好。绝对不要用手打，一碰全身皮肤就会发水泡、中毒，太恐怖啦！,False,30,1,皮皮时光机,0,1339683673,119,False,True,m,7979.0,30132.0,广东 惠州,1304081774.0,1684.0,-1.0,,,1
1004,,《一只救了32条人命的搜救犬牺牲了，同样是生命，为它默哀吧！》——昨天下午一只军用搜救犬发现一位大爷，它就钻进里面，结果塌陷了，当战士们将其挖出的时候，发现军犬的内脏已经砸烂，这只狗狗在这几天已经发现了35名幸存者，有32名获救。听到噩耗，狗的主人负责人李指导像失去孩子父亲般失声痛哭。,False,58,1,微博 weibo.com,6,1366526420,351,True,True,f,58509.0,8967.0,重庆 江北区,1334555980.0,542.0,2.0,,,1
1005,,香港方面称，充气大黄鸭在港不幸爆掉，乃大陆沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，昨晚大黄鸭倒下后经导游指认港警已将其收监,False,39,1,iPhone客户端,1,1368604426,245,False,True,f,332.0,366.0,北京 朝阳区,1368191395.0,436.0,-1.0,,,1
1006,,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。,False,131,1,iPhone客户端,9,1371470783,164,True,True,f,2431.0,13511.0,新疆 乌鲁木齐,1311828163.0,1216.0,0.0,,,1
1007,,别用正在充电的手机接听电话，关爱自己和他人，切记！！,False,93,1,皮皮时光机,5,1348847347,545,False,True,f,177735.0,540657.0,广东 广州,1317358872.0,185.0,-1.0,,,1
1008,,"【阿司匹林】在睡眠时心脏病突发, 剧烈胸疼足以把人从沉睡中痛醒, 立刻口含两颗阿司匹林嚼碎了咽下去，接着立刻联络急救中心，然后坐在椅子或沙发上静候援助，千万别躺下！心脏科医师强调，如果每个看到这条微博的人， 能够转发10份给其他人，肯定至少有一条命将会被救回。 请扩散！（转）[心]",False,36,1,微博桌面,3,1339333549,844,False,True,m,2757.0,242538.0,广东 东莞,1317143939.0,1655.0,-1.0,,,1
1009,,据传移动9月1日开始对微信微博进行收费：1、包月10元/月；2、按收发条数收费，100条以下免费，100-600条5元，600-1200条10元，超过1200条每条0.02元。联通暂不针对微信等产品收费，将对新入网用户赠送为期一年免费流量，每个送500M的国内流量，超出部分按0.0003元/KB收费。又传电信正在积极接洽微信。,False,34,1,iPhone客户端,3,1365082586,96,False,True,f,374.0,57791.0,其他,1344006719.0,393.0,-1.0,,,1
1010,,继FBI 承认罗斯威尔事件 是飞碟坠毁后，罗斯威尔飞碟坠毁事件幸存外星人视频又被曝光 http://t.cn/hgo3Ce,True,176,0,微博 weibo.com,0,1306645011,833,False,True,m,20865.0,142125.0,浙江 杭州,1306328496.0,98.0,-1.0,,,1
1011,,【临武县县长是维稳学硕士学位】临武县委副书记、县长 贺遵庆的百度个人资料简历：其中有两句“在职研究生学历，维稳学硕士学位”。[晕][晕][吃惊][吃惊]打死瓜农、抢走尸体、围殴记者⋯⋯原来人家是维稳高材生！,False,267,1,iPhone客户端,48,1374189206,805,True,True,m,15534.0,1140829.0,山西 太原,1274440353.0,2899.0,0.0,,,1
1012,,20日，江苏兴化市周庄镇农贸市场发生一起城管执法人员与一名农妇纠缠致其重伤的事件。22日下午，该农妇在医院里经抢救无效死亡。城管在执法中掀翻了经营户李祖扣摊点，李夫妇与城管人员发生了厮打、纠缠，李祖扣妻子、56岁的林红英腹部被踢一脚造成肝血管、脾脏破裂引发死亡。,False,72,1,iPhone客户端,3,1356250906,108,True,True,f,12507.0,847528.0,香港,1295766028.0,1118.0,0.0,,,1
1013,,【不是人！环卫工人整个脚被豪车压没！】网友@无理sheep 爆料：在打铁关加油站附近，半小时前发生一起车祸，一名环卫工人一整只脚被一辆好车压没了。肇事车辆已经逃离现场，目前好心人已拨打120，环卫工人趟在地上血流如注！一个环卫工人，他招谁惹谁了？亲们转起来，把肇事司机找出来！@杭州新闻城事,False,120,1,微博 weibo.com,0,1362536683,630,False,True,m,1302.0,40314.0,浙江 杭州,1323858415.0,1828.0,-1.0,,,1
1014,,"【为了家人和朋友，转发】 如果你被匪徒挟持要求输入提款机密码，你可以用倒转输入密码的方式去间接知会警方。例如你的密码是1234的话,你可以输入4321，提款机会识别到你是以倒转方式输入密码，提款机会按你要求照出金额，但是会在匪徒不知情的情况下通知警方。",False,79,1,微博 weibo.com,0,1308535959,611,False,True,m,41573.0,11530.0,北京 丰台区,1313719289.0,1994.0,-1.0,,,1
1015,,国际原子能机构即将把日本核电站灾害提升到人类史上未曾有过的“第八级”，超越过前苏联的切尔诺贝利核事故灾害。秘书长天野之弥认为，日本核电站的灾害，所喷出的辐射线量超越切尔诺贝利好几倍，如果光是以切尔诺贝利的七级来评比日本的核事故，不足以凸显日本核事故的严重性。微评：日本政府难堪啊。,False,170,0,微博 weibo.com,0,1308751271,658,True,True,m,32933.0,166800.0,北京 海淀区,1251448563.0,1080.0,0.0,,,1
1016,,上圖是劉翔撕裂的跟腱！…！！！我真的要心疼死了！！！你們那些嘴賤的，我讓你們囂張！去死一萬遍好嗎！！！[泪][怒骂][怒][哼],False,200,1,Android客户端,0,1344386471,190,False,True,f,3072.0,714.0,海外 美国,1305442566.0,544.0,220.0,,,1
1017,,【30年前的6月27日】中国共产党中央委员会通过《关于建国以来党的若干历史问题的决议》，正式否定文化大革命。陈云对毛泽东的评价是：建党有份，建国有功，治国无能，文革有罪。如果说中国共产党是毛泽东缔造的，那么李大钊和陈独秀的地位怎么说？所以只能说他有份。,False,338,1,微博 weibo.com,0,1309148827,626,False,True,m,15961.0,4464.0,上海,1280666904.0,963.0,220.0,,,1
1018,,我靠，详细列表，招生全部由关系内定。转自@王罡-老粪青:Tegic(@tegic) 上海交大内网泄露出的惊人内幕 … 中國的教育已經沒救了http://t.cn/aO37b1,True,143,0,微博 weibo.com,0,1310810965,444,True,True,m,20730.0,125984.0,北京 朝阳区,1266237747.0,577.0,0.0,,,1
1019,,【吃砂锅粥小心了，商家添加“红虾粉”重则致癌】今日一线：一般虾蟹粥颜色有点红的，应该就是黑心店家在死虾蟹粥里添加了红虾粉扮新鲜货，用的香兰素和乙基麦芽酚，而专家说这是违规的，香兰素和乙基麦芽酚如果食用过量，肝肾会受损害，严重的会致癌，如果吃到死虾蟹……视频：http://t.cn/zOl7SGJ,True,74,1,微博 weibo.com,0,1335196678,514,False,True,f,3702.0,191038.0,广东 东莞,1301546204.0,685.0,-1.0,,,1
1020,,【庄严国徽下、堂堂法院地，暴打申诉人3】有图有真相，套图来了。云南省高级法院，出来走两步，让我们看看是否“标致极了”。连74岁的老人都下得了手，两个字评价：威武!,False,262,1,微博 weibo.com,0,1335369287,932,True,True,m,27913.0,40596.0,云南 西双版纳,1261561758.0,616.0,0.0,,,1
1021,,【英航CEO建议对中国游客签证开绿灯】英航首席执行官Willie Walsh，欧洲航空界最有影响的角色之一，今日炮轰英国政府，称政府对航空业增收税赋打击了整个行业；而对中国访客签证的严格限制也是中国人赴英旅行最大阻碍，建议政府针对中国旅客开绿灯，在申根签证之上增加一个特殊的英国签证。（郝倩）,False,59,1,微博 weibo.com,3,1339516804,141,True,True,m,118850.0,13818074.0,北京 海淀区,1251448479.0,1447.0,3.0,,,1
1022,,【算算再过20年，中国会剩下什么？】某官员酒后吐真言:算一笔简简单单的帐，目前中国5%的人掌握了中国95%财富，而这5%的人已经移民或者正在办理移民，这意味着，20年后这95%的财富不再是中国人所有，那是，中国还有什么？数亿老人+一片被污染的山川河流+地底下没有资源的土地！（@移民专家张跃辉） ,False,124,1,皮皮时光机,0,1341590289,509,True,True,m,51659.0,423176.0,上海 黄浦区,1251447264.0,2711.0,0.0,,,1
1023,,拉德皮特和安吉丽娜朱莉自从05年演史密斯夫妇里那对特工夫妻搭上后。。。今年终于订婚。。至于结婚礼物嘛。。皮特给朱莉在法国修了个 靶场。还买了一军火库的枪。。让朱莉打到爽- - 而作为回礼嘛。。朱莉给了皮特一小瓶她前夫的血。。这两个人要不要这么彪悍 。。。(via 英国那些事儿),False,112,1,微博 weibo.com,6,1347527614,449,True,True,m,41750.0,3590122.0,海外,1288411715.0,111.0,0.0,,,1
1024,,【中美护照对比】美国护照中写着：“不管你身处何方，美国政府都是你强大的后盾”。在中国护照中写着：“请严格遵守当地的法律，并尊重那里的风俗习惯”。微评：美国说，出去了有人欺负你，招呼一声，咱修理他！中国说，出去了老实点，听人家的话，好好干，少惹麻烦。[草泥马],False,63,1,微博 weibo.com,0,1348934029,218,True,True,m,46526.0,2338416.0,北京,1329122038.0,301.0,0.0,,,1
1025,,学无止境，这样的知识除了中国哪里都学不会！中国真好！！！,False,0,1,iPhone客户端,0,1362790642,117,False,True,f,37751.0,140442.0,山西,1308096561.0,1539.0,220.0,,,1
1026,,【网络传东方卫视要拍《海贼王》真人版电视剧】朱梓骁饰蒙陆飞（蒙奇D路飞）张翰饰罗索隆（罗罗诺亚 索隆）苏醒饰山志（香吉士）王宝强饰吴硕蒲（乌索普）曾拍摄《加油！网球王子》的导演傅东育，在前不久已经购买了原作者尾田荣一郎的翻拍版权，还真是有点好奇#仅供娱乐#（★喜欢请关注@宅腐基精选）,False,75,1,皮皮时光机,0,1355138521,319,False,True,m,601.0,36371.0,海外 美国,1350439100.0,53.0,-1.0,topic,,1
1027,,【令人咂舌的月薪】别吓到各位了，注意：是月薪。 鲁健26万。董卿26万。周涛22万。李瑞英28万。王小丫15万。朱军22万。水均益26万。柴璐21万。鞠萍20万。李咏20万。【凤凰网】http://t.cn/zjK2gXF,True,204,1,微博 weibo.com,0,1355757489,771,True,True,m,18836.0,270213.0,海南 海口,1315918273.0,1181.0,0.0,,,1
1028,,日本最贵的菜居然是吃屎！这道菜名称叫做金粒宴（说白了就是吃屎）。这是在日本上层社会所谓的高级享受，做法是挑选女婴。以极精细的食物喂大。到15 16岁就取其粪便烹之！太变态了！  ,False,239,1,iPad客户端,6,1358006103,550,False,True,m,57700.0,1423209.0,广东 广州,1313152854.0,64.0,-1.0,,,1
1029,,2月18号那天简直就是一场噩梦！早上5点多，21岁的小陈姑娘在被窝里冷醒了，她想到用电暖宝取暖。当她把充好电的电暖宝拿在手上的时候，电暖宝在小陈的怀里爆掉了。滚烫的液体爆到小陈身上，烫得她哇哇大叫。http://t.cn/zYOcu87,True,150,1,土豆,3,1361796979,234,True,True,m,39105.0,1168834.0,浙江 杭州,1314086439.0,311.0,3.0,,,1
1030,,【数学不好？电击一下试试？】哈佛大学最新研究成果表明，连续5天给大脑做20分钟电击，数字推理运算能力可提高28%。研究者称，他们所用的电流很轻，相当于5号电池，被电者不会有任何疼痛不适。他们希望将这项成果在世界各地中小型推广，帮助那些数学不好的孩纸。 via微天下,False,222,1,微博 weibo.com,26,1368888603,715,True,True,m,97969.0,9499728.0,江苏 南京,1255480453.0,1434.0,3.0,,,1
1031,,【德国研究称：性生活越多赚钱就越多[亲亲] 】 德国劳工研究协会调查显示，一周超四次性生活的人的平均薪水，要比一周只有一次的人高3.2%。同时在调查了7500个德国家庭之后，发现，性生活更多的人，也会更快乐、更健康、更性感。这一结果使没有性生活的低收入人群黯然失色。http://t.cn/zQrTn3c环球网,True,541,1,皮皮时光机,60,1376924715,607,True,True,m,80826.0,26630301.0,上海 闵行区,1251448543.0,740.0,3.0,,,1
